faculty,application,lowest_score,highest_score
دیپارتمنت امورمالی و بانکی پوهنځی اقتصاد پوهنتون فاریاب,46,181.9025,276.2924
دیپارتمنت منجمنت و ادارۀ تشبثات (BBA) پوهنځی اقتصاد پوهنتون فاریاب,46,183.565,257.5136
دیپارتمنت تأمین برق پوهنځی انجنیری پوهنتون فاریاب,46,179.8972,239.0944
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون فاریاب (مدارس),46,151.0194,222.3046
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون فاریاب,46,168.9009,217.8701
دیپارتمنت جیولوجی و معدن پوهنځی انجنیری پوهنتون فاریاب,46,159.1012,213.08
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه پوهنتون فاریاب,46,150.053,207.8719
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون فاریاب,46,162.9214,207.7299
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی ادبیات و علوم بشری پوهنتون فاریاب,46,152.0443,207.1247
دیپارتمنت احصائیه و کمپیوتر پوهنځی اقتصاد پوهنتون فاریاب,46,171.6973,203.1181
دیپارتمنت حقوق پوهنځی حقوق و علوم سیاسی پوهنتون فاریاب (مدارس),46,150.5697,202.9405
دیپارتمنت علوم سیاسی و روابط بین الملل پوهنځی حقوق و علوم سیاسی پوهنتون فاریاب,46,170.4281,201.4645
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی ادبیات و علوم بشری پوهنتون فاریاب,46,168.4391,200.3411
دیپارتمنت آموزش کمپیوتر پوهنځی تعلیم و تربیه پوهنتون فاریاب,46,165.9162,197.1047
دیپارتمنت تکنالوژی کیمیاوی پوهنځی انجنیری پوهنتون فاریاب,46,150.0755,196.7309
دیپارتمنت حقوق پوهنځی حقوق و علوم سیاسی پوهنتون فاریاب,46,174.3066,192.8236
دیپارتمنت تاریخ پوهنځی ادبیات و علوم بشری پوهنتون فاریاب,46,150.7541,192.7244
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون فاریاب (مدارس),46,152.5512,192.7024
دیپارتمنت ژورنالیزم پوهنځی ادبیات و علوم بشری پوهنتون فاریاب,46,157.2405,188.7812
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه پوهنتون فاریاب,46,150.7115,184.9527
دیپارتمنت هارتیکلچر (باغداری) پوهنځی زراعت پوهنتون فاریاب,46,150.0514,182.6817
دیپارتمنت اقتصاد و توسعۀ زراعتی پوهنځی زراعت پوهنتون فاریاب,46,156.9236,179.3465
دیپارتمنت زبان و ادبیات پشتو پوهنځی ادبیات و علوم بشری پوهنتون فاریاب,46,150.4817,176.3535
دیپارتمنت زبان و ادبیات اوزبیکی پوهنځی ادبیات و علوم بشری پوهنتون فاریاب,46,150.1941,175.9797
دیپارتمنت علوم حیوانی پوهنځی زراعت پوهنتون فاریاب,46,150.1079,174.866
دیپارتمنت اگرانومی پوهنځی زراعت پوهنتون فاریاب,46,150.3609,172.4566
دیپارتمنت فزیک پوهنځی تعلیم و تربیه پوهنتون فاریاب,46,151.8573,172.0702
دیپارتمنت علوم سیاسی و روابط بین الملل  پوهنځی حقوق و علوم سیاسی پوهنتون فاریاب (مدارس),46,157.3486,170.4288
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه پوهنتون فاریاب,46,151.7913,170.0992
انستیتیوت اداره و حسابداری ولایت فاریاب,46,142.7414,167.7655
دیپارتمنت حفاظۀ نباتات پوهنځی زراعت پوهنتون فاریاب,46,151.7484,167.1259
انستیتیوت زراعت و وترنری ولایت فاریاب,46,143.9521,163.1297
دیپارتمنت جغرافیه پوهنځی ادبیات و علوم بشری پوهنتون فاریاب,46,153.4867,160.7943
انستیتیوت کثیرالرشتوی اندخوی ولایت فاریاب,46,158.8055,158.8055
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی نورستان,46,155.1163,221.6349
دیپارتمنت تاریخ و جغرافیه پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی نورستان,46,150.4369,212.5867
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی نورستان,46,151.021,192.2737
دیپارتمنت زبان و ادبیات پشتو پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی نورستان,46,150.502,183.4644
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی نورستان,46,152.4402,180.3384
دیپارتمنت کیمیا - بیولوژی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی نورستان,46,151.1193,178.6875
دیپارتمنت ریاضی - فزیک پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی نورستان,46,153.4215,173.1158
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی نورستان (مدارس),46,163.4487,163.4487
انستیتیوت اداره و حسابداری ولایت نورستان,46,145.0634,162.7451
دیپارتمنت اقتصاد ملی پوهنځی اقتصاد مؤسسه تحصیلات عالی نیمروز,46,158.9594,234.8015
دیپارتمنت اداره تجارت پوهنځی اقتصاد مؤسسه تحصیلات عالی نیمروز,46,166.4118,216.1513
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی نیمروز (مدارس),46,184.9075,202.1343
انستیتیوت اداره و حسابداری ولایت نیمروز,46,148.9732,190.5332
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی نیمروز,46,155.2034,188.7828
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی نیمروز,46,151.9896,183.1025
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی نیمروز,46,151.3619,180.2281
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی نیمروز,46,162.8331,173.9718
دیپارتمنت اگرانومی پوهنځی زراعت مؤسسه تحصیلات عالی نیمروز,46,154.0372,171.9043
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی نیمروز,46,153.3328,171.521
دیپارتمنت زبان و ادبیات پشتو پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی نیمروز,46,155.2041,157.7255
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی نیمروز,46,157.5492,157.5492
دیپارتمنت هارتیکلچر (باغداری) پوهنځی زراعت مؤسسه تحصیلات عالی نیمروز,46,150.2585,150.2585
انستیتیوت زراعت و وترنری ولسوالی خدیر ولایت دایکندی,46,158.1213,201.2003
دیپارتمنت فزیک پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی دایکندی,46,153.0022,200.1558
دیپارتمنت جنگلداری و منابع طبیعی پوهنځی زراعت مؤسسه تحصیلات عالی دایکندی,46,154.2467,195.6738
انستیتیوت زراعت و وترنری ولایت دایکندی,46,165.0565,183.5967
دیپارتمنت اگرانومی پوهنځی زراعت مؤسسه تحصیلات عالی دایکندی,46,153.3643,182.4521
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی دایکندی,46,151.2092,181.9451
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی دایکندی,46,167.6552,176.1768
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی دایکندی,46,150.9661,174.4807
انستیتیوت اداره و حسابداری ولایت دایکندی,46,161.3815,174.0511
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی دایکندی,46,150.6798,170.6062
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی دایکندی,46,158.5634,168.8221
دیپارتمنت هارتیکلچر (باغداری) پوهنځی زراعت مؤسسه تحصیلات عالی دایکندی,46,153.673,161.754
انستیتیوت تخنیکی و مسلکی ولایت دایکندی,46,152.133,152.133
انستیتیوت اداره و حسابداری ولایت سرپل,46,154.8751,275.9636
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سرپل,46,153.2668,215.2048
دیپارتمنت اکتشاف و استخراج ساحات نفت و گازدار پوهنځی جیولوجی و معادن مؤسسه تحصیلات عالی سرپل,46,150.0183,208.9193
دیپارتمنت هارتیکلچر (باغداری) پوهنځی زراعت مؤسسه تحصیلات عالی سرپل,46,153.4755,188.7177
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی سرپل,46,150.3489,182.7827
دیپارتمنت تفحص و اکتشاف مواد مفیده جامد پوهنځی جیولوجی و معادن مؤسسه تحصیلات عالی سرپل,46,150.1943,180.6147
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی سرپل,46,150.0634,179.8435
دیپارتمنت اگرانومی پوهنځی زراعت مؤسسه تحصیلات عالی سرپل,46,150.3489,172.4668
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سرپل,46,152.2102,167.9849
دیپارتمنت زبان و ادبیات اوزبیکی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سرپل,46,158.3511,166.764
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سرپل,46,153.1113,165.4868
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی سرپل (مدارس),46,150.7219,164.449
انستیتیوت زراعت و وترنری ولایت سرپل,46,146.1529,162.4141
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سرپل,50,157.5056,157.5056
دیپارتمنت فزیک پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی سرپل,50,152.8043,157.1083
انستیتیوت نفت و گاز ولایت سرپل,50,142.2687,153.5191
انستیتیوت زراعت و وترنری ولسوالی نجراب ولایت کاپیسا,50,140.1219,180.4932
انستیتیوت زراعت عمومی حصه دوم ولایت کاپیسا,50,147.4094,173.0714
انستیتیوت معاون انجنیری حصه اول ولایت کاپیسا,50,140.9582,170.067
انستیتیوت زراعت ولایت کاپیسا,50,141.3324,160.6314
دیپارتمنت انجنیری شبکه پوهنځی کمپیوتر ساینس مؤسسه تحصیلات عالی غور,50,189.2342,306.2398
دیپارتمنت سیستم های معلوماتی پوهنځی کمپیوتر ساینس مؤسسه تحصیلات عالی غور,50,176.4091,271.8457
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی غور,50,154.5645,245.1723
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی غور,50,155.3588,233.7765
دیپارتمنت فقه و قانون پوهنځی شرعیات مؤسسه تحصیلات عالی غور (مدارس),50,150.6575,215.37
دیپارتمنت زبان و ادبیات پشتو پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی غور,50,208.1694,208.1694
دیپارتمنت آموزش کمپیوتر پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی غور,50,151.6937,203.272
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی غور (مدارس),50,188.4306,188.4306
دیپارتمنت روانشناسی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی غور,50,150.0523,186.3719
دیپارتمنت فزیک پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی غور,50,157.4178,183.631
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات مؤسسه تحصیلات عالی غور,50,150.2506,183.0042
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی غور,50,150.2812,178.2021
دیپارتمنت اگرانومی پوهنځی زراعت مؤسسه تحصیلات عالی غور,50,151.8348,175.5395
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی غور,50,150.2392,175.2985
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی غور,50,150.6575,174.9127
دیپارتمنت نبات ژغورنه پوهنځی علوم نباتی پوهنتون علوم زراعتی و تکنالوژی افغانستان,50,151.9009,174.3066
انستیتیوت کثیرالرشتوی ولسوالی لعل و سرجنگل ولایت غور,50,149.6769,172.8739
دیپارتمنت علوم حیوانی پوهنځی زراعت مؤسسه تحصیلات عالی غور,50,156.5911,165.3337
دیپارتمنت علوم و فرهنگ اسلامی پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی غور,50,157.429,164.484
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی غور,50,157.1083,162.4584
دیپارتمنت تاریخ پوهنځی تعلیم و تربیه مؤسسه تحصیلات عالی غور,50,151.0081,152.3313
انستیتیوت مسلکی زراعت ولایت غور,50,151.9565,151.9565
دیپارتمنت سیول پوهنځی انجنیری پوهنتون تخار,50,265.4615,317.4911
دیپارتمنت منجمنت و ادارۀ تشبثات (BBA) پوهنځی اقتصاد پوهنتون تخار,50,227.3368,298.7656
دیپارتمنت مالی و بانکی پوهنځی اقتصاد پوهنتون تخار,50,203.3816,280.5422
دیپارتمنت برق و الکترونیک پوهنځی انجنیری پوهنتون تخار,50,207.2569,268.9614
دیپارتمنت حفاظت محیط زیست و آب پوهنځی انجنیری پوهنتون تخار,50,165.244,265.6278
دیپارتمنت جیولوجی و معدن پوهنځی انجنیری پوهنتون تخار,50,182.2097,262.0152
دیپارتمنت آموزش کمپیوتر پوهنځی تعلیم و تربیه پوهنتون تخار,50,181.6486,246.8112
دیپارتمنت زبان و ادبیات انگلیسی پوهنځی زبان و ادبیات پوهنتون تخار,50,190.8742,242.0107
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون تخار (مدارس),50,172.0037,241.0848
دیپارتمنت فقه و قانون پوهنځی شرعیات پوهنتون تخار,50,181.462,239.9767
دیپارتمنت حقوق پوهنځی حقوق و علوم سیاسی پوهنتون تخار,50,190.0723,235.3289
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون تخار,50,171.9608,232.4784
دیپارتمنت علوم سیاسی و روابط بین الملل پوهنځی حقوق و علوم سیاسی پوهنتون تخار,50,193.1644,224.5649
دیپارتمنت تعلیمات اسلامی پوهنځی شرعیات پوهنتون تخار (مدارس),50,152.2426,222.5576
دیپارتمنت بیولوژی پوهنځی تعلیم و تربیه پوهنتون تخار,50,164.5413,207.3116
دیپارتمنت اقتصاد و توسعۀ زراعتی پوهنځی زراعت پوهنتون تخار,50,171.9052,205.5395
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی تعلیم و تربیه پوهنتون تخار,50,153.9262,204.9786
دیپارتمنت زبان و ادبیات پشتو پوهنځی زبان و ادبیات پوهنتون تخار,50,153.4199,203.5686
دیپارتمنت هارتیکلچر (باغداری) پوهنځی زراعت پوهنتون تخار,50,152.7172,202.8198
دیپارتمنت حفاظۀ نباتات پوهنځی زراعت پوهنتون تخار,50,150.1394,201.4186
دیپارتمنت حقوق پوهنځی حقوق و علوم سیاسی پوهنتون تخار (مدارس),50,162.3366,200.2089
دیپارتمنت زبان و ادبیات فارسی دری پوهنځی زبان و ادبیات پوهنتون تخار,50,164.8251,197.8424
دیپارتمنت ریاضی پوهنځی تعلیم و تربیه پوهنتون تخار,50,150.9766,197.0291
دیپارتمنت تاریخ پوهنځی تعلیم و تربیه پوهنتون تخار,50,150.0291,193.1433
دیپارتمنت علوم سیاسی و روابط بین الملل پوهنځی حقوق و علوم سیاسی پوهنتون تخار (مدارس),50,154.8083,192.2826
دیپارتمنت کیمیا پوهنځی تعلیم و تربیه پوهنتون تخار,50,150.0634,190.9966
انستیتیوت مسلکی زراعت ولسوالی رستاق ولایت تخار,50,140.4741,186.7577
دیپارتمنت اگرانومی پوهنځی زراعت پوهنتون تخار,50,155.931,185.766
دیپارتمنت علوم حیوانی پوهنځی زراعت پوهنتون تخار,50,157.4484,183.7737
دیپارتمنت زبان و ادبیات اوزبیکی پوهنځی زبان و ادبیات پوهنتون تخار,50,151.5697,182.9044
دیپارتمنت زبان و ادبیات عربی پوهنځی زبان و ادبیات پوهنتون تخار,50,158.1333,180.1281
دیپارتمنت فزیک پوهنځی تعلیم و تربیه پوهنتون تخار,50,150.0402,178.1249
انستیتیوت زراعت ولسوالی فرخار ولایت تخار,50,142.4557,177.4212
دیپارتمنت جغرافیه پوهنځی تعلیم و تربیه پوهنتون تخار,50,150.0958,174.305
دیپارتمنت زبان و ادبیات عربی پوهنځی زبان و ادبیات پوهنتون تخار (مدارس),50,150.1406,165.1553
انستیتیوت تخنیکی و مسلکی تالقان ولایت تخار,50,143.2913,163.1086
انستیتیوت مسلکی زراعت دشت قلعه ولایت تخار,50,143.557,159.2782
انستیتیوت کثیرالرشتوی مرکز ولایت تخار,50,148.9065,158.2325
دارالعلوم/دارالحفاظ امام ابوحنیفه ولایت تخار,50,149.0701,149.0701
